Id,PostId,Score,Text,CreationDate,UserDisplayName,UserId,Id,Reputation,CreationDate,DisplayName,LastAccessDate,WebsiteUrl,Location,AboutMe,Views,UpVotes,DownVotes,ProfileImageUrl,EmailHash,Age,AccountId,Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate
"7026","4820","0","Are you looking for regulatory descriptions: what may or may not be funded under a program? Or how money is granted in these programs (which is well answered by @albert)","2015-03-24 01:51:27","","18","18","4488","2013-05-08 19:06:34","Joe Germuska","2017-03-21 14:42:27","http://about.me/JoeGermuska","Chicago, IL","<p>Chief Nerd, <a href=""http://knightlab.northwestern.edu"" rel=""nofollow"">Northwestern University Knight Lab</a></p>

<p>Project Lead, <a href=""http://censusreporter.org"" rel=""nofollow"">Census Reporter</a></p>

<p>Interested in open source, open data, civic technology, and tools for thinking.</p>
","33","366","2","","","46","36033","4820","1","5148","","2015-03-23 19:52:04","","5","76","<p><a href=""http://www.usaid.gov/sites/default/files/documents/1868/ForeignAssistanceProgramInventory2013.pdf"">http://www.usaid.gov/sites/default/files/documents/1868/ForeignAssistanceProgramInventory2013.pdf</a></p>

<p>You wouldn’t know where I can find an open data version of the pdf (above)? With descriptions of “infrastructure” for example (under economic development).</p>

<p>This is the taxonomy used by USG to classify all USG foreign assistance but I cannot find an open data list of this classification structure. </p>
","6014","","18","","2015-03-24 01:32:10","2015-04-28 19:30:46","Open data version of the Foreign Assistance Program Inventory?","<usa><government><state><iati><usaidopen>","2","5","","",""
"7332","5034","3","This doesn't seem like a suitable question for Stack Exchange. Answers are likely to be mere lists, and would become obsolete sooner than later.","2015-04-20 22:18:45","","18","18","4488","2013-05-08 19:06:34","Joe Germuska","2017-03-21 14:42:27","http://about.me/JoeGermuska","Chicago, IL","<p>Chief Nerd, <a href=""http://knightlab.northwestern.edu"" rel=""nofollow"">Northwestern University Knight Lab</a></p>

<p>Project Lead, <a href=""http://censusreporter.org"" rel=""nofollow"">Census Reporter</a></p>

<p>Interested in open source, open data, civic technology, and tools for thinking.</p>
","33","366","2","","","46","36033","5034","1","","","2015-04-19 18:33:03","","4","114","<p>I am a writer for Forbes.com / Forbes Insights. </p>

<p>I am looking for examples of how data is being used to improve the quality in the government provision of human services provision in: </p>

<ul>
<li>Child Welfare</li>
<li>Income Security  </li>
<li>Nutritional support   </li>
<li>Employment training/work   </li>
<li>Seniors/aging populations   </li>
<li>Housing/homelessness    </li>
<li>Disability   </li>
</ul>

<p>I am looking for proven (applications that are up and running in state, local or federal government locations) examples -- although beta counts!!! (So long as a real government agency is testing it!) </p>

<p>I am also looking for thought leaders -- gurus with credentials -- who can speak on the subject of how data can improve human services in government. </p>

<p>Are you a good candidate for an interview for this report?</p>
","6295","","1511","","2015-04-21 14:31:20","2015-05-17 23:26:15","Forbes.com writer looking for up-and-running examples of data driven applications that improve human services in government","<data.gov><uses-of-open-data>","2","2","1","",""
"7346","5062","1","This question is hard to understand. Are you asking for a site that has water data? I'm no specialist, but I imagine there are many different kinds of water data which might come from different sources. I'm also certain that each state will have agencies with water data, while there may also be some national-level data provided. If you can be more clear, you're more likely to get help.  (What does ""scroll all my data"" mean?)","2015-04-22 17:40:25","","18","18","4488","2013-05-08 19:06:34","Joe Germuska","2017-03-21 14:42:27","http://about.me/JoeGermuska","Chicago, IL","<p>Chief Nerd, <a href=""http://knightlab.northwestern.edu"" rel=""nofollow"">Northwestern University Knight Lab</a></p>

<p>Project Lead, <a href=""http://censusreporter.org"" rel=""nofollow"">Census Reporter</a></p>

<p>Interested in open source, open data, civic technology, and tools for thinking.</p>
","33","366","2","","","46","36033","5062","1","5129","","2015-04-22 16:55:34","","5","146","<p>I am looking for data attesting for the <strong>variation of fresh water availability</strong> in California over the years (ideally 20+ years). For instance river levels, river throughput, wells levels.</p>

<p>If data is not available for California, similar USA data is OK too.</p>

<p>Bonus if the data can be easily used from Python</p>
","6327","","754","","2015-04-24 08:08:24","2015-05-09 17:44:58","Water level historical data for California","<data-request><data.gov><json><csv>","3","3","1","",""
"7759","5444","0","The ""title"" of your question doesn't read (to me) as if it matches the ""body."" It might help to read them over again and see if you can clarify.  Are you asking about using crowd sourcing to ask organizations which data sets they access?","2015-06-17 15:03:17","","18","18","4488","2013-05-08 19:06:34","Joe Germuska","2017-03-21 14:42:27","http://about.me/JoeGermuska","Chicago, IL","<p>Chief Nerd, <a href=""http://knightlab.northwestern.edu"" rel=""nofollow"">Northwestern University Knight Lab</a></p>

<p>Project Lead, <a href=""http://censusreporter.org"" rel=""nofollow"">Census Reporter</a></p>

<p>Interested in open source, open data, civic technology, and tools for thinking.</p>
","33","366","2","","","46","36033","5444","1","","","2015-06-16 14:25:45","","2","132","<p>Is there a way to get a list of the <strong>top accessed open data sets by organizations</strong> and the organizations which use them?</p>
","6777","","","","","2015-06-16 20:27:40","How to crowd source open data","<data-request><data.gov><releasing-data><linked-data><metadata>","1","1","","",""
"9319","5967","1","This is a worthy question in general, although it's not really appropriate for this site. You should definitely take your concern to the organization which publishes the data. You may also want to copy their funders to your correspondence, although also if this other org is a competitor, they may read that as aggro. / Normally you'd take something like this to the FTC, but I don't think they have jurisdiction over non-profits. / You may want to learn more about Carl Malamud's work with public.resource.org. He's a tireless activist for open data and good privacy practices.","2015-09-09 20:23:04","","18","18","4488","2013-05-08 19:06:34","Joe Germuska","2017-03-21 14:42:27","http://about.me/JoeGermuska","Chicago, IL","<p>Chief Nerd, <a href=""http://knightlab.northwestern.edu"" rel=""nofollow"">Northwestern University Knight Lab</a></p>

<p>Project Lead, <a href=""http://censusreporter.org"" rel=""nofollow"">Census Reporter</a></p>

<p>Interested in open source, open data, civic technology, and tools for thinking.</p>
","33","366","2","","","46","36033","5967","1","","","2015-09-09 16:11:18","","3","23","<p>I work for a non-profit and recently I applied for access to non-publicly available data. My concern is that this data is not very well protected, as it potentially contains personally identifiable information, and all it took to access it was a URL.</p>

<p>This data comes from another non-profit that is predominantly federally funded. I know this stack exchange is focused primarily on open data, but does anyone know where / how I might go about reporting my concern? Is there a federal agency for this sort of thing?</p>
","4066","","","","","2015-09-09 16:11:18","Reporting Poorly Secured Non-Public Use Federally Funded Data","<government><releasing-data><nonprofit><security>","0","2","","",""
"963","925","0","@Joe Hum. Found that now. I'll go poke that around internally.","2013-07-24 17:05:15","","22","22","101","2013-05-08 19:09:09","Grace Note","2015-09-11 17:30:12","","6","<p>""Being an Alice in the world of computing can be a very problematic position.""<br/><br/>
I'm a <a href=""http://blog.stackoverflow.com/2011/08/welcome-valued-associate-chris-jaeger/"">Community Manager</a> for the Stack Exchange Network. I look forward to working with you on improving this community. ♪<br/><br/>
On the offside: programmer/designer with a Computer Science degree and an electronic media degree. Enjoys gaming and does designwork as a hobby.</p>
","0","0","0","","","","102159","925","1","","","2013-07-23 15:19:18","","6","87","<p>Just looking around, and noticed that the CSV dataset that should be a list of all elementary schools in the US, is actually a population breakdown of Canadian provinces. </p>

<p><a href=""http://catalog-next.data.gov/dataset/list-of-elementary-schools"">http://catalog-next.data.gov/dataset/list-of-elementary-schools</a></p>

<p>I don't see any way to flag a problem with this dataset...</p>
","1000","","70","","2013-07-23 20:42:12","2013-08-05 17:30:15","How to flag incorrect links to data on data.gov?","<usa><data.gov><education>","1","10","1","",""
"973","925","0","After some internal checking, it's all green with us.","2013-07-25 18:41:19","","22","22","101","2013-05-08 19:09:09","Grace Note","2015-09-11 17:30:12","","6","<p>""Being an Alice in the world of computing can be a very problematic position.""<br/><br/>
I'm a <a href=""http://blog.stackoverflow.com/2011/08/welcome-valued-associate-chris-jaeger/"">Community Manager</a> for the Stack Exchange Network. I look forward to working with you on improving this community. ♪<br/><br/>
On the offside: programmer/designer with a Computer Science degree and an electronic media degree. Enjoys gaming and does designwork as a hobby.</p>
","0","0","0","","","","102159","925","1","","","2013-07-23 15:19:18","","6","87","<p>Just looking around, and noticed that the CSV dataset that should be a list of all elementary schools in the US, is actually a population breakdown of Canadian provinces. </p>

<p><a href=""http://catalog-next.data.gov/dataset/list-of-elementary-schools"">http://catalog-next.data.gov/dataset/list-of-elementary-schools</a></p>

<p>I don't see any way to flag a problem with this dataset...</p>
","1000","","70","","2013-07-23 20:42:12","2013-08-05 17:30:15","How to flag incorrect links to data on data.gov?","<usa><data.gov><education>","1","10","1","",""
"1435","1408","1","to be clear, you are looking for individual-level responses, correct? most of the answers here are talking about summarized data. you should look for microdata to be able to run the custom analysis you mention here.","2014-01-08 20:13:05","","24","24","413","2013-05-08 19:09:17","Amos Budde","2016-11-15 15:14:02","","","","5","11","0","","","","1499228","1408","1","1409","","2013-12-31 16:45:37","","12","1478","<p>Is the raw data of US Census or BLS available?</p>

<p>By raw I mean the datapoints that later comprise the summary tables. For instance, the average employment by firm size. Apart from means that you can find in official publications, is it possible to get this as firms' anonymized responses?</p>

<p>That would allow additional operations with data, like finding variance and distribution of employment across firm sizes in particular industries and geographies. And in general, the raw data can say much more about subjects than the aggregated does.</p>
","1052","","18","","2015-03-13 20:30:26","2015-03-14 09:15:01","Raw data from US Census and BLS","<usa><data.gov><us-census>","6","2","4","",""
"714","609","0","@dwillis correct. I FOIAd the FCC for server logs. They wanted me to pay per-page for the printout of the logs. Because it wasn't high priority for me, I just let it lie and didn't push it. FOIA-ing for this stuff, when they have no idea how to deliver it just seems weird to me.","2013-06-11 19:26:02","","26","26","622","2013-05-08 19:10:00","Clay Johnson","2014-01-16 19:31:31","","","","5","12","6","https://i.stack.imgur.com/W9TVV.jpg","","","2677547","609","1","","","2013-05-24 18:37:54","","5","138","<p>I'm unable to find very much data about the usage of APIs from United States federal agencies. Which APIs that have been released have the highest traffic number in terms of queries, and/or implementation? </p>
","26","","70","","2015-03-31 18:45:08","2015-03-31 18:45:08","US Government API Usage","<data-request><usa><government><api>","1","7","3","",""
"646","609","0","@noneck I have FOIAd for this data. Never successfully.","2013-06-01 15:32:25","","26","26","622","2013-05-08 19:10:00","Clay Johnson","2014-01-16 19:31:31","","","","5","12","6","https://i.stack.imgur.com/W9TVV.jpg","","","2677547","609","1","","","2013-05-24 18:37:54","","5","138","<p>I'm unable to find very much data about the usage of APIs from United States federal agencies. Which APIs that have been released have the highest traffic number in terms of queries, and/or implementation? </p>
","26","","70","","2015-03-31 18:45:08","2015-03-31 18:45:08","US Government API Usage","<data-request><usa><government><api>","1","7","3","",""
"13","3","0","Yes. Sorry for the omission.","2013-05-08 20:06:52","","26","26","622","2013-05-08 19:10:00","Clay Johnson","2014-01-16 19:31:31","","","","5","12","6","https://i.stack.imgur.com/W9TVV.jpg","","","2677547","3","1","","","2013-05-08 19:14:56","","14","92","<p>I've found a list of government forms at the US federal level by looking at the <a href=""http://www.reginfo.gov/public/do/PRAXML"">OIRA PRA Information Collections XML file</a>. Is there a list of similar forms at the state/local level for the US?</p>
","26","","193","","2013-05-09 13:38:38","2013-05-09 20:43:53","Is there a list of all municipal government forms in a machine readable format?","<usa><government>","2","4","1","",""
"272","311","3","This is largely a subjective question without a ""correct"" answer.","2013-05-13 13:18:10","","26","26","622","2013-05-08 19:10:00","Clay Johnson","2014-01-16 19:31:31","","","","5","12","6","https://i.stack.imgur.com/W9TVV.jpg","","","2677547","311","1","312","","2013-05-13 02:35:18","","14","275","<p>Data.gov provides ~400,000 datasets from 180 federal agencies. However, I know you are interested in more data and more specific data than what is already included. What additional topics, formats, or types of data are you interested in having published from the government?</p>

<p>(You can always request specific datasets at <a href=""https://explore.data.gov/nominate"">https://explore.data.gov/nominate</a> ).</p>
","244","","147","","2013-05-16 19:36:33","2013-06-26 16:49:52","What new open data do you need from the U.S. government?","<government><usa>","4","8","4","",""
"1116","1068","1","Maybe we should break out the 50 questions as community owned questions.","2013-09-05 19:58:12","","33","33","3390","2013-05-08 19:12:02","fgregg","2017-04-23 03:11:12","","","","28","357","3","","","","34687","1068","1","","","2013-08-30 19:32:33","","16","295","<p>I'm part of <a href=""http://sunlightfoundation.com/policy/local/"" rel=""nofollow"">Sunlight Foundation's local team</a> working on opening up local governments and city data, specifically. We're working on a blog post rounding up the most common reasons cited by governments to not release data** and then refuting each one. </p>

<p>We've rounded up the reasons cited for not releasing data, but now we're trying to refute each one. We're hoping to round up ideas by Sept. 9. </p>

<p>So, we're curious: 
What are your best responses when people tell you they can't open data? / 
What are the best responses you've heard (or given) for releasing or sharing data?</p>

<p>*EDIT on Sept. 4: Thanks for the feedback, all! We're working toward sharing the crowdsourced list of reasons people have given us for not releasing data, and at that time we'll re-open the discussion on reasons TO release data. </p>

<p>**EDIT on Sept. 5: We've posted a blog rounding up the reasons people have cited for NOT releasing data and have re-issued the challenge to help refute each reason. Learn more here: <a href=""http://sunlightfoundation.com/blog/2013/09/05/reasons-not-to-release-data/"" rel=""nofollow"">http://sunlightfoundation.com/blog/2013/09/05/reasons-not-to-release-data/</a></p>

<p>**EDIT on Sept. 16: Thanks to everyone who has responded on the Google doc or through this platform. We're rounding up all the reasons and responses now, and we'll be sure to share it here. </p>

<p>**FInal update on Sept. 30: We are now starting to roll out the rebuttals as blog posts, and the first one went live today: <a href=""http://sunlightfoundation.com/blog/2013/09/30/reasons-to-not-release-data-part-1-apathy/"" rel=""nofollow"">http://sunlightfoundation.com/blog/2013/09/30/reasons-to-not-release-data-part-1-apathy/</a> </p>

<p>Thanks so much to all of you who contributed ideas for this project throughout its evolution! We couldn't have done it without the help of so many different perspectives, and we feel the end result is richer for it. If you'd like to share, please join the continuing conversation by using #whyopendata. </p>
","1229","","1229","","2013-09-30 20:52:28","2013-10-08 13:58:03","What are your responses when people tell you they can't open data?","<government><releasing-data><city>","2","17","5","",""
"1164","1092","0","Could you say more about what they mean by ""proven results""?","2013-09-13 19:31:14","","33","33","3390","2013-05-08 19:12:02","fgregg","2017-04-23 03:11:12","","","","28","357","3","","","","34687","1092","1","1112","","2013-09-09 22:48:26","","5","80","<p>We've rounded up some of the reasons governments cite for not releasing data to the public. We're asking for help now in refuting those reasons. You can read more in this blog post: <a href=""http://sunlightfoundation.com/blog/2013/09/05/reasons-not-to-release-data/"">http://sunlightfoundation.com/blog/2013/09/05/reasons-not-to-release-data/</a></p>

<p>We're especially interested in how you refute statements like this: We need more proven results before we can open data.</p>

<p>What's the best response when a government says this? </p>
","1229","","","","","2013-09-15 23:32:44","How do you respond when government says it needs more proven results to release data?","<government><releasing-data><city>","1","2","0","",""
