Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate,Id,Reputation,CreationDate,DisplayName,LastAccessDate,WebsiteUrl,Location,AboutMe,Views,UpVotes,DownVotes,ProfileImageUrl,EmailHash,Age,AccountId
"7840","1","7891","","2016-05-21 21:37:11","","9","64","<p>I would like to push my local government to provide the Comprehensive Annual Financial Report (<a href=""https://en.wikipedia.org/wiki/Comprehensive_annual_financial_report"">CAFR</a>) as an open data source.  I was wondering if we could go one step further by providing it in a particular open standard. </p>
","43","","1511","","2016-05-22 07:35:18","2016-05-28 13:22:52","Is there an open standard for the CAFR (Comprehensive Annual Finance Report)?","<government><finance><standards>","1","0","3","","","43","81","2013-05-08 19:14:32","cyclondude","2016-08-27 21:19:55","","Anchorage, AK","<h1>SOreadytohelp</h1>
","2","17","1","https://www.gravatar.com/avatar/7af58ceb3b1588240c22ce95c64de384?s=128&d=identicon&r=PG&f=1","","","1429111"
"78","1","","","2013-05-08 22:54:01","","18","366","<p>How can one evaluate a government entity's progress in making their data open? </p>

<p>I've read the <a href=""https://public.resource.org/8_principles.html"" rel=""noreferrer"">8 Principles of Open Government Data</a>, but I'd like to know if there are tools to specifically <strong>grade</strong> an entity's legal/practical commitment to Open Data.</p>
","46","","193","","2014-01-21 12:00:07","2017-04-06 07:37:54","Open Data Scorecards?","<government><standards>","6","4","5","","","46","798","2013-05-08 19:15:25","SideOfBacon","2017-04-17 15:30:29","","San Francisco, CA","","16","20","6","","","","87086"
"853","1","855","","2013-07-03 00:28:03","","3","25","<p>The <a href=""http://www.opengovpartnership.org/about"" rel=""nofollow"">Open Government Partnership</a> (OGP) is a global alliance of countries that are signatory to an Open Government Declaration. The United States is one of the eight founding signatories - I am curious to know which organizations in the US are working on projects sponsored or supported by the OGP.</p>
","61","","70","","2013-07-03 07:25:38","2013-07-03 07:30:49","What open data institutes in the US are working with the Open Government Partnership?","<usa><government>","1","0","","","","61","192","2013-05-08 19:19:50","sameers","2016-10-12 16:50:22","http://www.dstrategies.org/","Oakland, CA","","6","3","0","https://i.stack.imgur.com/8f20L.jpg?s=128&g=1","","","1542322"
"17","1","","","2013-05-08 19:31:04","","4","72","<p>As an example, I'm very interested in working with rulemaking data from the FCC. Because the FCC is an independent agency, I've heard that its publishing requirements are different from non-independent federal agencies. While some agencies publish the full rulemaking record (including comments submitted by 3rd parties), the FCC publishes on regulations.gov only documents that it produces (e.g. Orders, NPRMs, and the like).</p>

<p>It would be nice to know:</p>

<p>1) The laws and sources of these different rules</p>

<p>2) If there is any canonical list of what is available on regulations.gov on a per-agency basis</p>
","65","","70","","2013-05-09 16:51:28","2013-05-09 16:51:28","Given a federal agency, what can I expect to find on the regulations.gov API?","<usa><fcc><government><rulemaking>","2","0","","","","65","281","2013-05-08 19:21:15","user94154","2017-03-23 17:43:26","http://www.alandelevie.com","","<p>github.com/adelevie</p>
","2","18","0","","","","33593"
"15","1","30","","2013-05-08 19:28:40","","12","189","<p>What data is used to calculate the CPI (Consumer Price Index) and if it is open, where can I find it?</p>
","74","","74","","2013-05-21 19:05:19","2013-07-03 01:00:56","Is the data used to calculate national CPI public?","<usa><government><economics><cpi><data-request>","2","0","2","","","74","163","2013-05-08 19:25:39","RLH","2017-03-19 01:01:40","","USA","","0","4","0","https://i.stack.imgur.com/HfDJ2.png?s=128&g=1","","36","215000"
"1489","1","","","2014-02-04 21:23:14","","6","114","<p>Nate Silver, of 538 fame, <a href=""https://twitter.com/fivethirtyeight/status/430803692401336320"">just Tweeted</a>:</p>

<blockquote>
  <p>Anybody know where I can find a file listing which congressional districts are adjacent to one another?</p>
</blockquote>

<p>Seemed like an appropriate request to post here. Any ideas? </p>
","84","","","","","2014-03-02 17:56:30","A file listing adjacent congressional districts?","<government><district>","3","2","1","","","84","224","2013-05-08 19:29:45","samthebrand","2017-03-23 02:22:36","http://samthebrand.com","New York, United States","<p>I work here and I learn here. </p>

<p>Get in touch with ideas about how we can improve the product and get people more involved:</p>

<p>samuel at stackoverflow dot com</p>
","3","92","2","https://i.stack.imgur.com/Ka5hp.jpg?s=128&g=1","","","482412"
"174","1","","","2013-05-09 21:14:34","","2","56","<p>Are there any open (and preferably inter/multinational, not just US) databases on membership to boards of directors and leaders of government agencies?</p>

<p>For instance, Little Sis has mostly US data (<a href=""http://littlesis.org/features"" rel=""nofollow"">http://littlesis.org/features</a>). What about the rest of the world? Is the only current alternative to fish similar data on a country-by-country basis?</p>
","85","","85","","2013-05-10 19:19:56","2013-05-10 20:14:29","Non US-centric databases on boards of directors and government agency memberships?","<government><companies>","2","0","","","","85","111","2013-05-08 19:29:48","Jorge Aranda","2017-03-29 05:03:31","http://cuevano.ca/","Victoria, Canada","<p>I'm a software developer who used to study software developers.</p>
","0","3","0","","","40","355280"
"188","1","194","","2013-05-10 13:55:14","","8","80","<p>Is there some centralized or streamlined source of data release schedules for major U.S. government agencies? Something that combines sources such as the <a href=""http://www.bls.gov/lau/lausched.htm"">BLS Schedule of Data Release</a>, <a href=""http://www.census.gov/acs/www/data_documentation/data_main/"">ACS Data Release Dates</a> etc. </p>

<p><a href=""http://www.data.gov/metric/federalagency/datasetpublishedpermonth"">Data.Gov</a> tracks this type of thing retroactively and makes it easy to follow the newest releases, but I can't find a similar forward-looking record set.</p>
","102","","7","","2013-05-10 14:21:49","2015-10-18 20:54:04","Is there a centralized schedule of data release dates for U.S. federal agencies?","<usa><government><releasing-data><data.gov>","1","0","4","","","102","471","2013-05-08 19:40:37","batpigandme","2017-03-28 12:01:17","","Massachusetts","<p>I like to turn numbers into narratives.</p>

<p>Also, I have a Batpig...</p>
","2","74","0","","","33","412231"
"143","1","155","","2013-05-09 14:37:50","","6","3098","<p>Is there a a standard source for finding out what businesses (with brick and mortar locations) exist in a geographical area (particularly in the U.S.)? This doesn't necessarily have to be a geographically-based query, but I am looking for city/state/government records or business registration as opposed to something that relies on user-submitted information (e.g. google business directory).</p>
","102","","70","","2015-04-01 16:41:56","2015-04-01 16:41:56","What is the best source for finding what businesses have opened/exist/closed in a given geographical area?","<data-request><usa><government><business>","4","0","5","","","102","471","2013-05-08 19:40:37","batpigandme","2017-03-28 12:01:17","","Massachusetts","<p>I like to turn numbers into narratives.</p>

<p>Also, I have a Batpig...</p>
","2","74","0","","","33","412231"
"449","1","451","","2013-05-21 15:34:49","","4","64","<p>For federal grant applications, specific geographical areas and populations often have to meet minimum qualifications in order to demonstrate a need that allows them to apply for a grant (e.g. median family income 120% or below the HHS poverty guideline). </p>

<p>More advanced and accessible technologies have made it such that you can see what areas meet certain standards, as well as the individual components that make up these standards. This is the case with the <a href=""http://www.ers.usda.gov/data-products/food-access-research-atlas/go-to-the-atlas.aspx"" rel=""nofollow"">USDA Food Access Research Atlas</a>.</p>

<p>However, there is one piece of the puzzle in the case of food deserts that is proprietary data (<a href=""http://www.ers.usda.gov/data-products/food-access-research-atlas/documentation.aspx#data"" rel=""nofollow"">documentation here</a>). This an example, where a list of supermarkets is made up, in part, from the Trade Dimensions TDLinx directory of stores. </p>

<p>Do the new U.S. government open data standards require that this type of data be made available (even if only in part) to users/groups trying to determine their funding eligibility?</p>

<p>Part of the reason this is of particular interest is because people ""on the ground"" are able to verify information and, on some occasions, determine whether a given area's eligibility may have changed due to store closure etc.</p>
","102","","244","","2013-05-21 18:46:29","2013-05-21 21:26:11","Open and proprietary data in determining federal funding eligibility","<usa><government><data.gov>","1","1","2","","","102","471","2013-05-08 19:40:37","batpigandme","2017-03-28 12:01:17","","Massachusetts","<p>I like to turn numbers into narratives.</p>

<p>Also, I have a Batpig...</p>
","2","74","0","","","33","412231"
"40","1","71","","2013-05-08 20:30:39","","18","178","<p><a href=""http://www.fcc.gov/developers"" rel=""nofollow"">The FCC's developers page</a> happens to have a sidebar linking to many other US government agencies' developers pages, APIs, etc. It's a handy list, but I assume the FCC hosts it only out of the goodness of their hearts (and only as time allows)---surely it's not within the FCC's scope to track this sort of thing.</p>

<p>Is there any other agency or office that keeps an official and/or complete list of government agency developers' pages?</p>
","130","","70","","2015-03-30 14:45:24","2015-03-30 14:45:24","Is there an official/complete list of all US government agency ""developers' pages""?","<data-request><usa><government><data.gov><api>","3","0","3","","","130","253","2013-05-08 20:17:24","civilstat","2016-11-26 02:41:04","http://civilstat.com","","","0","2","0","","","","2069012"
"1152","1","1153","","2013-10-02 19:26:07","","2","80","<p>With the Federal government shut down, my source of raw SNAP participation rates is gone (both USDA and Data.gov are offline). Any suggestions about where I could find this data?</p>

<p>Any suggestions of mirrors, alternative sources, or reports with average rates per year would all be appreciated.</p>
","133","","","","","2013-10-03 01:29:46","Federal Shutdown: Raw SNAP (Food Stamps) participation data source","<data-request><usa><data.gov><federal>","2","0","0","","","133","685","2013-05-08 20:18:54","Rebecca Ackerman","2017-04-20 19:41:51","http://github.com/rcackerman","NY, NY","<p>2013 Code for America Fellow - partnered with the city of San Francisco.</p>
","4","17","1","https://i.stack.imgur.com/0FIFS.jpg","","","360407"
"399","1","","","2013-05-16 04:51:51","","2","80","<p>Clearly, government agencies should default to observing the broader trends of API producers but are there particular best practices that a government API should follow?  </p>

<p><em>(Disclaimer - I am the Sr. API Strategist for GSA)</em></p>
","175","","46","","2013-05-16 19:58:49","2013-05-30 22:53:58","Are there best practices that government API producers should follow more so than non-government API producers?","<government><api><best-practice>","2","5","","","","175","583","2013-05-09 00:24:52","Gray B.","2015-05-18 16:00:22","","","<p>Sr. API Strategist, 
General Services Administration</p>
","3","47","0","","","","2446415"
"402","1","","","2013-05-16 05:14:24","","7","194","<p>There are already certain basic APIs for <a href=""http://www.broadbandmap.gov/developer"" rel=""nofollow"">census tracts</a>, <a href=""http://www.ed.gov/developers"" rel=""nofollow"">school districts</a>, <a href=""http://www.eia.gov/beta/api/qb.cfm?category=0"" rel=""nofollow"">energy costs</a>, a <a href=""http://data.usgs.gov/"" rel=""nofollow"">range of geo data</a>, <a href=""https://www.usps.com/business/web-tools-apis/list-of-apis.htm"" rel=""nofollow"">zip codes</a>, etc.  </p>

<p>What I'm wondering is what would be other fundamental web services that the government should make available?  It would be good to highlight what agencies should target.</p>

<p><em>(Disclaimer: I am the Sr. API Strategist for GSA)</em></p>
","175","","147","","2013-05-16 19:35:05","2013-05-23 03:58:16","What would be particularly useful basic APIs for the US Federal Government to offer?","<government><api><usa>","6","2","1","","","175","583","2013-05-09 00:24:52","Gray B.","2015-05-18 16:00:22","","","<p>Sr. API Strategist, 
General Services Administration</p>
","3","47","0","","","","2446415"
"1552","1","","","2014-02-18 04:59:53","","3","159","<p>What are the most fruitful ways to dissect a city budget for the non-accountant? Are there any standards for releasing budget data that I should be advocating?</p>

<p>In my particular case(Fort Lauderdale, FL), I am working with <a href=""https://github.com/CodeForFtL/Fort-Lauderdale-Data/tree/master/Financial"" rel=""nofollow"">unofficial documents provided by the city</a> upon request. I am interested in putting together some kind of visualization, but I am having difficulty understanding the basics of the budget.</p>

<p>I did notice that there seems to be a reporting of local budgets(at least part of them) to the state (i.e. <a href=""https://apps.fldfs.com/LocalGov/Reports/AdHoc.aspx"" rel=""nofollow"">Transparency Florida's Local Budgets page</a>), hopefully using a standard format.</p>
","193","","193","","2014-09-10 17:17:48","2014-09-10 17:17:48","Understanding City Budgets","<government><releasing-data><standards><city>","2","1","","","","193","229","2013-05-09 03:32:24","Ryan Gates","2016-06-29 19:11:23","http://cultivatingsoftware.wordpress.com","United States","<p>I am a software developer working to create software that people will enjoy using.<br></p>

<p><a href=""http://localwiki.org/ftl"" rel=""nofollow""><strong>Fort Lauderdale LocalWiki</strong></a><br>
<a href=""http://codeforftl.org/"" rel=""nofollow""><strong>Code for Fort Lauderdale</strong></a><br>
<a href=""https://github.com/ryanvgates"" rel=""nofollow""><strong>Github</strong></a><br>
<a href=""https://twitter.com/ryanvgates"" rel=""nofollow""><strong>Twitter</strong></a> <br>
<a href=""http://www.linkedin.com/in/ryanvgates"" rel=""nofollow""><strong>LinkedIn</strong></a> <br></p>
","1","83","0","","","31","113716"
"3445","1","","","2014-07-29 14:35:11","","4","187","<p>Are there any sources of machine readable IRS codes (e.g. state, country etc.)?</p>

<p>For example, on the <a href=""http://www.irs.gov/pub/irs-pdf/i1099b.pdf"" rel=""nofollow"">1099-B instructions</a>, the 1f code on this form. However I would like avoid having to scrape the pdf document for this information.</p>

<p>To be clear, this question is general and not specific to the 1099-B form. The 1099-B is just being used as an example, and there are other forms that have much lengthier code lists.</p>
","193","","2976","","2014-07-29 15:03:02","2014-07-29 15:03:02","IRS Codes in machine readable format","<usa><government><data-format><taxes><irs>","1","0","1","","","193","229","2013-05-09 03:32:24","Ryan Gates","2016-06-29 19:11:23","http://cultivatingsoftware.wordpress.com","United States","<p>I am a software developer working to create software that people will enjoy using.<br></p>

<p><a href=""http://localwiki.org/ftl"" rel=""nofollow""><strong>Fort Lauderdale LocalWiki</strong></a><br>
<a href=""http://codeforftl.org/"" rel=""nofollow""><strong>Code for Fort Lauderdale</strong></a><br>
<a href=""https://github.com/ryanvgates"" rel=""nofollow""><strong>Github</strong></a><br>
<a href=""https://twitter.com/ryanvgates"" rel=""nofollow""><strong>Twitter</strong></a> <br>
<a href=""http://www.linkedin.com/in/ryanvgates"" rel=""nofollow""><strong>LinkedIn</strong></a> <br></p>
","1","83","0","","","31","113716"
"342","1","347","","2013-05-14 14:35:59","","11","171","<p>The likes of data.gov.uk and data.gov are keen to build a community around their data. How should that best be done?</p>

<p>The main benefit seems to build feedback loop, encouraging use of the data and release of the data. Specifically, these sorts of activities are what users and government might want:</p>

<ul>
<li>Users to share:
<ul>
<li>tips for wrangling the data</li>
<li>known issues with the metadata and data</li>
<li>apps, visualisations &amp; articles related to the dataset</li>
</ul></li>
<li>Government to:
<ul>
<li>respond to questions about the data</li>
<li>get feedback about what data is useful and where to improve</li>
</ul></li>
</ul>

<p>Assuming there was budget to try and achieve these things, what would be the most effective way for government to do something? Comments on each dataset page? Host a forum? Twitter? Independent forums e.g. this one? All of these or just one?</p>

<p>Disclaimer: I'm involved in data.gov.uk</p>
","208","","33","","2013-05-15 05:20:48","2013-05-16 04:40:56","How should governments build community around their datasets?","<data.gov><data-portal><social-process>","4","1","1","","","208","1262","2013-05-09 08:56:17","D Read","2017-04-19 09:29:12","","","","8","40","10","","","","1639615"
"453","1","","","2013-05-21 19:32:43","","10","287","<p>In Chicago, a lot of data has been released on the <a href=""https://data.cityofchicago.org/"">City's Data Portal</a>, but I have no idea how much is left to be opened. </p>

<p>The strategy I've noticed governments seem to follow is to start with a department head that is convinced open data is good and work their way from department to department, liberating one dataset at a time. As more departments get on the open data bandwagon, the ones on the fence see the benefits and fall in line.</p>

<p>Are there other strategies? Has any city or municipality successfully opened all their available data? If so, when did they know they were done? </p>
","217","","37","","2013-05-21 20:36:56","2014-01-23 14:47:34","Is there a roadmap for opening all the data for a city or municipality?","<government><releasing-data>","8","0","3","","","217","51","2013-05-09 15:16:23","Derek Eder","2015-01-14 20:34:54","","Chicago, IL","<p>Open data web developer in Chicago. Owner of DataMade. Co-founder of Open City. Makin' apps with open data.</p>
","3","2","0","","","","284002"
"311","1","312","","2013-05-13 02:35:18","","14","275","<p>Data.gov provides ~400,000 datasets from 180 federal agencies. However, I know you are interested in more data and more specific data than what is already included. What additional topics, formats, or types of data are you interested in having published from the government?</p>

<p>(You can always request specific datasets at <a href=""https://explore.data.gov/nominate"">https://explore.data.gov/nominate</a> ).</p>
","244","","147","","2013-05-16 19:36:33","2013-06-26 16:49:52","What new open data do you need from the U.S. government?","<government><usa>","4","8","4","","","244","3957","2013-05-10 15:21:24","Jeanne Holm","2017-04-22 02:16:12","http://www.Data.gov","Los Angeles, California","<ul>
<li>Open data expert, World Bank</li>
<li>Former Evangelist, Data.gov and NASA/JPL</li>
<li>Distinguished Instructor, UCLA</li>
</ul>
","103","388","0","https://i.stack.imgur.com/beCR2.jpg?s=128&g=1","","","2460492"
"1148","1","","","2013-10-01 10:54:59","","10","164","<p>With the government shutdown now upon us, and many groups going to be performing an 'orderly shutdown' of their systems in a few hours... </p>

<p>How can systems that rely on linked open data make sure that they don't introduce a single point of failure by using data from other systems?</p>

<p>Are there any recommended best practices, other than simply crawl any sites you rely on and maintain your own cache?</p>

<p>(due to the timing of this, I'm mostly interested in how do we deal with this now that this is happening, rather than preventative measures to be taken in advance)</p>
","263","","1348","","2013-10-08 16:58:51","2013-10-11 04:05:31","Government shutdown causing linked open data to go away","<usa><government><linked-data><reliability>","2","0","2","","","263","3770","2013-05-12 06:13:38","Joe","2017-03-23 01:35:36","http://virtualsolar.org/","DC Metro Area","<p>Currently work as a Programmer/Analyst for the <a href=""http://umbra.nascom.nasa.gov"" rel=""nofollow"">Solar Data Analysis Center</a>, mostly focusing on the <a href=""http://virtualsolar.org/"" rel=""nofollow"">Virtual Solar Observatory</a>.  Assisted with the Space Physics community's <a href=""http://spase-group.org/"" rel=""nofollow"">Space Physics Archive Search &amp; Extract</a>.  </p>

<p>I have a degree in Information Management, and have been spending the past few years trying to bridge the library &amp; science communities, including:</p>

<ul>
<li>Secretary for ASIS&amp;T's <a href=""http://www.asis.org/SIG/SIGSTI/sti.html"" rel=""nofollow"">Science and Technical Information SIG</a>; </li>
<li>Former member of AGU's <a href=""http://www.agu.org/focus_group/essi/"" rel=""nofollow"">Earth and Space Science Informatics</a> focus group (but threw election for Secretary after seeing the AGU's response to the <a href=""http://www.whitehouse.gov/administration/eop/ostp/library/publicaccess"" rel=""nofollow"">OSTP RFI on public access to publications</a>; quit AGU when I realized they called themselves a 'publisher' and not a 'society' in that response);  I ran the 'ESSI message board' at the fall meeting &amp; circulated a petition in 2011 to 'Free the AGU Session Data'</li>
<li>Participated in <a href=""http://sites.nationalacademies.org/PGA/brdi/PGA_080121"" rel=""nofollow"">BRDI's meeting on Data Citation</a> and have done a number of presentations related to the recommendation for <a href=""http://docs.virtualsolar.org/wiki/Citation"" rel=""nofollow"">Landing Pages</a>.</li>
<li>Currently working w/ Todd King on documenting <a href=""http://virtualsolar.org/vocab"" rel=""nofollow"">vocabulary used to discuss scientific data systems</a> as a side project.</li>
<li>Have helped organize of the <a href=""http://asis.org/rdap/"" rel=""nofollow"">Research Data Access &amp; Preservation</a> summit and the <a href=""http://dcbpw.org/"" rel=""nofollow"">DC-Baltimore Perl Workshop</a></li>
</ul>

<p>Also was a <a href=""http://UpperMarlboroMd.gov/"" rel=""nofollow"">municipal elected official</a> from 2008 to 2014.</p>
","69","949","2","","","","48394"
"358","1","363","","2013-05-15 11:13:38","","6","130","<p>I was browsing through the datasets on the website, and datasets like ""<a href=""https://explore.data.gov/Population/Tax-Year-2007-County-Income-Data/wvps-imhx"" rel=""nofollow"">Tax Year 2007--</a>"" caught my attention. At first I thought it might be <a href=""http://www.census.gov/#"" rel=""nofollow"">Census</a> data. However, if you look at the ""About"" tag for that dataset it says it's from the IRS. I also noticed that you can filter by agency through the menu on the left of <a href=""https://explore.data.gov/catalog/raw?limitTo=datasets&amp;utf8=%E2%9C%93"" rel=""nofollow"">this</a> page I was using to browse the datasets. It would be nice to have some sort of grid view for just the contributing agencies that provided stats about their contributions.</p>

<p><strong>Is this a comprehensive list of contributing agencies, and is there a way to view all of them at once other than the small list view?</strong></p>
","276","","70","","2013-05-15 22:38:56","2014-08-05 12:11:53","What are the sources of data on Data.gov?","<usa><data.gov>","3","0","1","","","276","1068","2013-05-12 13:21:01","CaesiumFarmer","2016-04-01 14:56:47","","","","12","19","1","https://www.gravatar.com/avatar/2bbcb0277c6e22728cd88b9817a591fe?s=128&d=identicon&r=PG&f=1","","","2677924"
