Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate,Id,Reputation,CreationDate,DisplayName,LastAccessDate,WebsiteUrl,Location,AboutMe,Views,UpVotes,DownVotes,ProfileImageUrl,EmailHash,Age,AccountId
"40","1","71","","2013-05-08 20:30:39","","18","178","<p><a href=""http://www.fcc.gov/developers"" rel=""nofollow"">The FCC's developers page</a> happens to have a sidebar linking to many other US government agencies' developers pages, APIs, etc. It's a handy list, but I assume the FCC hosts it only out of the goodness of their hearts (and only as time allows)---surely it's not within the FCC's scope to track this sort of thing.</p>

<p>Is there any other agency or office that keeps an official and/or complete list of government agency developers' pages?</p>
","130","","70","","2015-03-30 14:45:24","2015-03-30 14:45:24","Is there an official/complete list of all US government agency ""developers' pages""?","<data-request><usa><government><data.gov><api>","3","0","3","","","130","253","2013-05-08 20:17:24","civilstat","2016-11-26 02:41:04","http://civilstat.com","","","0","2","0","","","","2069012"
"188","1","194","","2013-05-10 13:55:14","","8","80","<p>Is there some centralized or streamlined source of data release schedules for major U.S. government agencies? Something that combines sources such as the <a href=""http://www.bls.gov/lau/lausched.htm"">BLS Schedule of Data Release</a>, <a href=""http://www.census.gov/acs/www/data_documentation/data_main/"">ACS Data Release Dates</a> etc. </p>

<p><a href=""http://www.data.gov/metric/federalagency/datasetpublishedpermonth"">Data.Gov</a> tracks this type of thing retroactively and makes it easy to follow the newest releases, but I can't find a similar forward-looking record set.</p>
","102","","7","","2013-05-10 14:21:49","2015-10-18 20:54:04","Is there a centralized schedule of data release dates for U.S. federal agencies?","<usa><government><releasing-data><data.gov>","1","0","4","","","102","471","2013-05-08 19:40:37","batpigandme","2017-03-28 12:01:17","","Massachusetts","<p>I like to turn numbers into narratives.</p>

<p>Also, I have a Batpig...</p>
","2","74","0","","","33","412231"
"1877","1","","","2014-04-02 00:24:30","","3","724","<p>I am using an API (To get crimes in city ) where I have found a field entitled ""Census Tract Number"" and am getting data formatted with (longitude, latitude, census tract number). What does this last field represent? Is there any way to find these ""census tract numbers""? For example, for the value ""census tract= 8100.2010"", where can I find data about that census tract number?</p>

<p>The results I receive are: </p>

<pre><code>Nb_census_tract = census_tract_of_address(""200 N State Chicago IL 60601"")
</code></pre>

<p>I found this definition: </p>

<blockquote>
  <p><strong>Census Tract</strong>: The census is conducted by the US Census Bureau every 10 years. It identifies certain geographic areas by census tract
  and census block. The census track reflects median numbers when it
  comes to age and income. It is a generalization about a specific area,
  not by any means an exact science or number.</p>
</blockquote>

<p>I tried to load the shape file in Postgis, and I found census tract data on the official website, but it's not specific to every block/building in the city (I found something like: Poverty rate in city, ...) and most of data are older then 2010.  Then, I tried another approach--I found a <a href=""http://www.ffiec.gov/geocode/default.aspx"" rel=""nofollow"">service</a> where it shows census information (even in 2014, although I couldn't find the dataset in the official website). But this service gives you information from an address. I don't want to do geocoding as it takes time and my data is huge.</p>

<p>As far as I know Decennial Census are the data where you can only get fundamental demographic and housing data. I tried to explore this <a href=""http://www.fcc.gov/developers/census-block-conversions-api"" rel=""nofollow"">API</a>, but it works by getting lat/long, but in my case I have polygons.</p>

<p>I thought about getting the center of the polygon, but it's not effective.</p>

<p>My questions are:</p>

<ul>
<li><p>Where can I find data by ""census tract numbers"", for example: </p>

<p>Longitude: -122.338906797
latitude: 47.609284041
census tract number = 8100.2010</p>

<p>You can check : <a href=""https://data.seattle.gov/Public-Safety/2014-City-Violent-Crimes-to-date/vmv9-kq5t"" rel=""nofollow"">https://data.seattle.gov/Public-Safety/2014-City-Violent-Crimes-to-date/vmv9-kq5t</a></p></li>
<li><p>Can I find updated census tract data (as far as I know, all data is before 2010)? </p></li>
</ul>
","2514","","18","","2015-03-13 20:23:25","2015-03-13 20:23:25","Where can I find data by ""census tract numbers""","<usa><data.gov><us-census>","2","2","1","","","2514","351","2014-03-21 02:21:57","user3378649","2016-08-13 21:08:04","","","","4","4","2","https://www.gravatar.com/avatar/247ba138c61c281fef494d080210bc11?s=128&d=identicon&r=PG&f=1","","","4117398"
"23","1","","","2013-05-08 19:38:36","","14","281","<p>Data.gov has a lot of datasets, and a super-majority of them are mapping. Is there a way to generate a list of all datasets <em>other</em> than geodata?</p>
","5","","70","","2013-05-09 02:00:14","2015-01-29 13:20:48","How can I get a list of all non-geodata datasets on Data.gov?","<usa><data.gov>","5","0","2","","","5","143","2013-05-08 18:47:12","Waldo Jaquith","2013-06-16 18:22:22","http://waldo.jaquith.org/","Charlottesville, VA, USA","","2","0","0","","","","924253"
"742","1","","","2013-06-08 15:08:37","","2","249","<p>I have used NCES IPEDS data in the past, but this recent release seems to have instituted a change. In looking at the NCES college navigator site for a particular institution, I notice that they now break out satellite campuses with a longer <code>UNITID</code> code (instead of a separate code as in years past), such as found here: <a href=""http://nces.ed.gov/collegenavigator/?id=150987"" rel=""nofollow"">http://nces.ed.gov/collegenavigator/?id=150987</a></p>

<p>However, when I download the <code>HD2012.csv</code> table from <a href=""http://nces.ed.gov/ipeds/datacenter/DataFiles.aspx"" rel=""nofollow"">http://nces.ed.gov/ipeds/datacenter/DataFiles.aspx</a> I can not find those satellite campus codes. </p>

<p>Does anyone know from where I can download the data for those particular institutions?</p>
","351","","744","","2013-06-21 12:47:02","2013-06-21 12:47:02","Additional Detail from IPEDS Data Source","<data-request><usa><data.gov><education>","2","0","","","","351","276","2013-05-21 19:50:37","jcern","2017-02-02 03:40:56","http://www.iradix.com","New York, United States","<p>Java/Scala consultant with 10+ years experience developing interactive web applications that leverage open source technologies like PostgreSQL, Redis, Lift, Elastic, Apache, Nginx, etc...</p>
","0","1","0","","","","1745175"
"1884","1","","","2014-04-03 16:14:12","","8","1132","<p>I want to obtain the entire dataset for all zip codes in the US along with their corresponding USDA Plant Hardiness Zone Map (PHZM) data.</p>

<p>There are many sites that seem to offer a zipcode lookup tool and this data is returned. Where do they get the entire database?</p>

<p>In my Search I found <a href=""https://planthardiness.ars.usda.gov/PHZMWeb/DownloadsZipcode.aspx"" rel=""nofollow noreferrer"">this site</a> where I can purchase credits and do queries for multiple zip codes and get a .txt for .csv file. There has to be a better way.</p>

<p><img src=""https://i.stack.imgur.com/e3mhU.png"" alt=""enter image description here""></p>
","2603","","1511","","2014-06-11 07:38:34","2015-06-07 10:16:51","USDA Plant Hardiness Zone Map (PHZM) data","<data-request><usa><government><data.gov>","3","4","2","","","2603","41","2014-04-03 16:07:56","Jason Brashear","2014-04-03 18:57:56","","","","0","0","0","https://graph.facebook.com/1074024926/picture?type=large","","","1766684"
"6976","1","","","2016-02-01 19:16:12","","3","76","<p>I am currently deciding whether to use the USDA's <a href=""http://ndb.nal.usda.gov/ndb/api/doc"" rel=""nofollow"">Nutritional Database</a> as the backend provider of nutritional information for my app. The other option I am considering is the <a href=""https://platform.fatsecret.com/api/Default.aspx?screen=prem"" rel=""nofollow"">FatSecret platform</a>. My concern about the USDA API is there are no guarantees as it's not a business. Has anyone built real-time analytics/apps with the USDA API and can you tell me whether you've had good performance? Have there ever been gaps in service/etc?</p>
","10070","","","","","2016-02-12 18:34:07","How data data.gov tend to perform?","<data.gov>","1","1","","","","10070","131","2016-02-01 19:12:29","helloB","2016-02-12 14:54:36","","","","0","0","0","https://www.gravatar.com/avatar/3e3ef09fd46fd8c29fd94e661e2f4327?s=128&d=identicon&r=PG&f=1","","","6447929"
"1936","1","1937","","2014-04-18 17:42:41","","3","42","<p>I am looking for a file that contains the boundary of the Colorado State Forest.</p>
","2688","","70","","2014-09-13 10:34:13","2014-09-13 10:34:13","Administrative boundary of Colorado State Forest","<data-request><data.gov>","2","0","0","","","2688","118","2014-04-18 17:41:43","ustroetz","2015-03-06 15:08:15","","Berlin, Germany","<p>GIS Developer at <a href=""http://www.allyapp.com"" rel=""nofollow"">ally</a></p>
","0","1","0","","","","1928166"
"9221","1","","","2016-07-13 09:37:25","","4","201","<p>In sites like facebook, a user can add his work position by typing few words and selecting the company</p>

<p>How do they get that data and how can I get that data so our users can also add work position the same way ?</p>
","12972","","12972","","2016-07-13 09:59:23","2016-07-15 09:57:28","Where do I find data of all companies in this world?","<data-request><data.gov>","4","3","","","","12972","121","2016-07-13 09:32:16","user1305989","2016-08-29 12:47:51","","","","0","0","0","https://www.gravatar.com/avatar/c6dc5f37a2bbdec9b9ff24dfdc6f0035?s=128&d=identicon&r=PG","","","1370703"
"9814","1","","","2016-10-13 18:32:23","","1","18","<p>How can I find the reimbursement cost of a ROWPU? Reverse Osmosis Water Purification Unit. </p>
","13977","","","","","2016-10-13 18:32:23","Daily Reimbursement Rate for ROWPU","<data.gov>","0","0","","","","13977","6","2016-10-13 18:32:23","user13977","2016-10-13 18:32:23","","","","0","0","0","","","","9432396"
"9787","1","","","2016-10-06 03:20:22","","1","28","<p>Over time, I've found that the total number of datasets on data.gov is not gradually getting bigger but sometimes smaller than before. e.g. the number is 190000+ in 2016-04 but now (2016-10) it's only 180000+. Why do the number of datasets seem to be shrinking?</p>
","13901","","90","","2016-10-06 04:35:08","2016-10-18 15:02:56","why the total number of datasets sometimes smaller but sometimes bigger than before?","<data.gov>","1","0","","","","13901","6","2016-10-06 03:20:04","Danny Vim","2016-10-11 07:38:15","","","","0","0","0","https://www.gravatar.com/avatar/871e1628031d476a7d26a9c380795063?s=128&d=identicon&r=PG","","","5387133"
"10394","1","10399","","2017-01-08 05:17:20","","1","76","<p>I downloaded PUMA mapping shapefiles for California from <a href=""https://www.census.gov/geo/maps-data/data/cbf/cbf_puma.html"" rel=""nofollow noreferrer"" title=""Census Website"">TIGER/line</a> and am able to use <code>R</code> packages <code>maptools, mapproj, and ggplot2</code> to plot maps of California with each PUMA outline as a border. My goal is to match the PUMA mapping files to ACS data I have for CA to create heat maps, (such as average income per PUMA). </p>

<p>However, the shapefiles have id numbers which are number 0-264 identifying each PUMA like so:</p>

<pre><code>pumas.points
        long      lat order  hole piece  id group
1: -122.6464 38.59859     1 FALSE     1   0   0.1
2: -122.6447 38.60216     2 FALSE     1   0   0.1
3: -122.6447 38.60322     3 FALSE     1   0   0.1
4: -122.6418 38.60548     4 FALSE     1   0   0.1
5: -122.6391 38.60927     5 FALSE     1   0   0.1
</code></pre>

<p><code>range(as.numeric(pumas.points$id))</code><br>
<code>[1]   0 264</code></p>

<p><code>length(unique(pumas.points$id))</code><br>
<code>[1] 265</code></p>

<p>This data I am able to map with ggplot2. For my ACS data, instead of id numbers 0-264 I have each 5 digit PUMA code, like so.</p>

<pre><code>test
 PUMA10   percent
</code></pre>

<p><code>1:  08513 0.3647587</code><br>
  <code>2:  07301 0.7857143</code><br>
  <code>3:  01903 0.5035714</code><br>
  <code>4:  06509 0.5312500</code><br>
  <code>5:  06506 0.7687927</code>  </p>

<p>Each PUMA10 code corresponds to one of the PUMAs in the points file created from the .shp file. </p>

<pre><code>length(unique(test$PUMA10))  
</code></pre>

<p><code>[1] 265</code></p>

<p>However, I have so far been unable to find a file mapping the 1-3 digit id values assigned in the shapefiles with the 5-digit PUMA10 codes assigned in the ACS data download. My goal is to be able to create maps similar to <a href=""http://proximityone.com/puma/puma2010ca.htm"" rel=""nofollow noreferrer"">proximity one</a>. If anyone knows if such a file exists it would be most appreciated.</p>

<p>Thank you</p>
","14904","","5766","","2017-01-08 18:03:51","2017-01-08 18:03:51","Mapping PUMA Codes to TIGER/line shapefiles","<data-request><data.gov><us-census><r>","1","0","","","","14904","8","2017-01-08 04:54:42","S.Markind","2017-01-09 02:37:09","","Washington DC","<p>I'm a self-taught programmer working for the government interested in R and data analysis/visualization especially in regards to data about socioeconomic mobility and intervention outcomes.</p>
","1","0","0","https://www.gravatar.com/avatar/41d2d507128c55a87434e39fbcf243b9?s=128&d=identicon&r=PG&f=1","","","8912756"
"10374","1","","","2017-01-04 13:38:04","","5","41","<p>I am building an agent based traffic micro simulation and am looking for travel trip diaries of an individuals trips on a specific day. Usually, the trip will be done by origin, destination, mode of transport, and unique person. </p>

<p>The ones I am finding online are missing the micro level details of the origin and destination.</p>
","14875","","7037","","2017-01-04 14:46:16","2017-01-04 14:46:16","Travel Trip Diaries","<data-request><data.gov>","0","3","","","","14875","26","2017-01-04 13:35:32","omololu","2017-01-10 12:45:40","","","","1","0","0","https://www.gravatar.com/avatar/02250a2d672cfad1070b9c6d899c53cc?s=128&d=identicon&r=PG&f=1","","","9967054"
"10372","1","","","2017-01-04 07:55:53","","2","71","<p>The API call </p>

<p><a href=""https://api.fda.gov/device/classification.json?search=medical_specialty_description=%22ophthalmic%22"" rel=""nofollow noreferrer"">https://api.fda.gov/device/classification.json?search=medical_specialty_description=%22ophthalmic%22</a></p>

<p>is returning (limiting) the number of records to 1 for ophthalmic devices data. I am trying to download all the records for ophthalmic data. I would appreciate if anyone could help me with the api call that can download all the records of ophthalmic data from device_classification end point.  </p>
","14873","","4293","","2017-01-04 10:50:58","2017-01-05 14:07:25","How to download all the ophthalmic devices data from device classification end point in openFDA","<data.gov><openfda><api-request><medical>","1","0","0","","","14873","11","2017-01-04 07:41:08","Sri Kadiyala","2017-02-06 18:17:01","","","","1","0","0","https://graph.facebook.com/914985011900674/picture?type=large","","","6711970"
"10316","1","","","2016-12-19 17:58:16","","3","149","<p>I need publicly available <em>transaction</em> data to use for my statistical analysis project.</p>

<p>Preferably, it should relate to either:</p>

<ul>
<li><p>Flight data (arrival, departure, number of seats, locations, etc.)</p></li>
<li><p>Sales data</p></li>
<li><p>Medical data</p></li>
</ul>
","14775","","4293","","2016-12-24 02:37:53","2017-01-05 19:23:31","Publicly available transaction data","<data-request><data.gov><big-data>","2","1","1","","","14775","16","2016-12-19 17:58:16","Srikant","2016-12-19 17:58:16","","","","1","0","0","","","","9881856"
"10292","1","","","2016-12-14 20:07:30","","1","21","<p>I am a marine that was stationed at camp lejeune from 1986-1988. I recently was diagnosed with breast cancer. I just want to know the total is now for marines that were there doing the contamination that has breast cancer.</p>
","14732","","","","","2016-12-14 20:07:30","marines with breast cancer stationed at camp lejeune from 1952-1987","<data.gov>","0","1","","","","14732","6","2016-12-14 20:07:30","Ernest Wells","2016-12-14 20:07:30","","","","1","0","0","","","","9853324"
"342","1","347","","2013-05-14 14:35:59","","11","173","<p>The likes of data.gov.uk and data.gov are keen to build a community around their data. How should that best be done?</p>

<p>The main benefit seems to build feedback loop, encouraging use of the data and release of the data. Specifically, these sorts of activities are what users and government might want:</p>

<ul>
<li>Users to share:
<ul>
<li>tips for wrangling the data</li>
<li>known issues with the metadata and data</li>
<li>apps, visualisations &amp; articles related to the dataset</li>
</ul></li>
<li>Government to:
<ul>
<li>respond to questions about the data</li>
<li>get feedback about what data is useful and where to improve</li>
</ul></li>
</ul>

<p>Assuming there was budget to try and achieve these things, what would be the most effective way for government to do something? Comments on each dataset page? Host a forum? Twitter? Independent forums e.g. this one? All of these or just one?</p>

<p>Disclaimer: I'm involved in data.gov.uk</p>
","208","","33","","2013-05-15 05:20:48","2013-05-16 04:40:56","How should governments build community around their datasets?","<data.gov><data-portal><social-process>","4","1","1","","","208","1267","2013-05-09 08:56:17","D Read","2017-07-06 10:46:18","","","","8","40","10","","","","1639615"
"1408","1","1409","","2013-12-31 16:45:37","","12","1555","<p>Is the raw data of US Census or BLS available?</p>

<p>By raw I mean the datapoints that later comprise the summary tables. For instance, the average employment by firm size. Apart from means that you can find in official publications, is it possible to get this as firms' anonymized responses?</p>

<p>That would allow additional operations with data, like finding variance and distribution of employment across firm sizes in particular industries and geographies. And in general, the raw data can say much more about subjects than the aggregated does.</p>
","1052","","18","","2015-03-13 20:30:26","2015-03-14 09:15:01","Raw data from US Census and BLS","<usa><data.gov><us-census>","6","2","4","","","1052","1781","2013-08-01 19:10:20","Anton Tarasenko","2017-07-17 15:45:44","http://antontarasenko.com","","","38","206","0","","","","535336"
"1488","1","","","2014-02-04 18:09:06","","4","106","<p>Where can I download BLS <a href=""http://www.bls.gov/ooh/"" rel=""nofollow"">Occupational Outlook Handbook</a> data?</p>

<p>You can find most information in separate tables on the BLS's website, but maybe a more comprehensive dataset is available?</p>
","1052","","1142","","2014-02-05 12:06:18","2014-06-09 21:04:13","Occupational Outlook Handbook dataset","<usa><data.gov><economics>","2","2","","","","1052","1781","2013-08-01 19:10:20","Anton Tarasenko","2017-07-17 15:45:44","http://antontarasenko.com","","","38","206","0","","","","535336"
"5818","1","","","2015-08-19 00:11:09","","3","18","<p>Is there a dataset that will provide me with the date of the next (upcoming) inspection for REAC (HUD)? The basic data is available via this link, <a href=""https://hudapps.hud.gov/public/pass/scheduler/publicscheduler.action"" rel=""nofollow"">https://hudapps.hud.gov/public/pass/scheduler/publicscheduler.action</a>; however it is not available with the other property data (name, address, etc.) that can be downloaded from HUD's website. </p>
","8350","","","","","2015-08-19 00:11:09","Date of Next Inspection for REAC data","<data.gov>","0","1","","","","8350","16","2015-08-19 00:09:49","Brenda Van Velkinburgh","2015-08-19 00:09:49","","","","0","0","0","https://www.gravatar.com/avatar/ca9b3251fda9bb8939746ad4211b68e9?s=128&d=identicon&r=PG&f=1","","","6811177"
"5804","1","","","2015-08-12 14:36:39","","5","98","<p>Is is there a dataset of all the business schools in the US, with total undergrad enrollment in the Business School, Dean (and Associate Dean's) name and email address, and if there is an online component.  Thanks!</p>

<p>Ideally, it should look like this</p>

<p><a href=""https://i.stack.imgur.com/MxCRp.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/MxCRp.png"" alt=""Screenshot of list""></a></p>
","8293","","8293","","2015-08-12 16:24:12","2015-08-12 16:24:12","Dataset of Business Schools in the US","<data-request><data.gov><government><finance><education>","0","5","","","","8293","26","2015-08-12 14:30:24","Michael Smith","2015-08-17 15:21:28","","","","0","0","0","https://www.gravatar.com/avatar/940972f9d79e7c89753154a6c36ef359?s=128&d=identicon&r=PG&f=1","","","6778722"
"5788","1","","","2015-08-10 17:07:11","","3","33","<p>Does anyone know if there is a public list of all the emails of student activities board (or something similar to that- student affairs, student governing boards, etc) of all universities?</p>

<p>Thanks!</p>
","8271","","","","","2015-08-10 17:07:11","List of Emails to Student Activities Board of all Universities","<data.gov>","0","2","","","","8271","16","2015-08-10 17:07:11","user8271","2015-08-10 17:07:11","","","","0","0","0","","","","6767589"
"7033","1","","","2016-02-09 01:05:14","","2","10","<p>How/where do I access estimates of funding for Various Research, Condition, and Disease Categories (RCDC) for the fiscal years prior to 2011?</p>

<p>Thanks!
Adam</p>
","10160","","1652","","2016-02-09 02:43:30","2016-02-09 02:43:30","RCDC for the fiscal years prior to 2011","<data.gov><healthcare>","0","0","","","","10160","11","2016-02-09 01:05:14","AdamJ","2016-02-14 21:23:08","","","","1","0","0","","","","7801885"
"322","1","","","2013-05-13 12:29:29","","8","102","<p>The US Government just launched <a href=""http://project-open-data.github.io/"">Project Open Data on GitHub</a>, which includes best practices, free tools to accelerate adoption of open data practices, and common core metadata for the federal government. What is the planned governance of this effort? Can anyone modify these?</p>
","295","","70","","2013-05-13 15:38:06","2013-05-16 04:40:23","What is the governance of the US Government's Project Open Data?","<usa><data.gov><github>","2","0","1","","","295","110","2013-05-13 12:23:50","Nick","2014-11-11 22:07:16","","","","0","74","0","","","","2445801"
"323","1","","","2013-05-13 12:31:38","","6","123","<p>The US Government recently announced an intent to upgrade Data.gov.  What are the specific technical plans to do so? </p>
","295","","122","","2013-05-13 13:28:39","2013-05-13 14:16:30","What is the plan for the US Government's Data.gov?","<usa><data.gov>","2","0","3","","","295","110","2013-05-13 12:23:50","Nick","2014-11-11 22:07:16","","","","0","74","0","","","","2445801"
