Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate
"34508596","1","","","2015-12-29 09:55:44","","2","77","<p>wso2 governance registry is highly recommanded to share esb artifacts, so our sequences and endpoints are registred on this one. API and proxy-services are stored in each esb instance.
But, we need to use an esb cluster (1 manager/2 worker), and the synchronization of esb artifacts is based on svn repository=> does it mean that:
-api and proxy-services synchronization in esb cluster will be managed on svn repository
-sequences and endpoints are managed on governance registry, but it seems that when I update a sequence in registry, worker nodes and manager node use old version (I use ATOM protocol)
So, what are best practices to synchronize esb artifacts in a wso2 esb cluster?
cheers</p>
","1542767","","3168721","","2016-06-13 04:19:12","2016-06-13 04:19:12","wso2 governance registry or / and svn repository with an esb cluster?","<svn><cluster-computing><wso2esb><wso2greg><governance-registry>","1","0","","",""
"24573591","1","24617825","","2014-07-04 11:48:39","","0","708","<p>I've installed mongodb server v.2.6.1 and followed all the installation steps (as in previous times) and worked fine (I run the server and from another cmd I connect to it and everything is ok).</p>

<p>I also installed MongoVUE v.1.6.9 and when I create users from there, they don't appear when in the cmd I write <code>show users</code>, they only appear when I write <code>db.system.users.find()</code>.</p>

<p>So if I want to be able to connect to any database, even from MonogoVUE, I need to create the users from de cmd as <code>db.addUser(""username"", ""password"")</code> (I know it is deprecated for my current version but it works) and then I get different users when I write <code>show users</code> or <code>db.system.users.find()</code> since the former are the ones created in the cmd and the latter the ones created in MongoVUE.</p>

<p>This behaviour seems strange to me and I can't figure out why. Maybe I am missing some config parameters but in others installations I never had such problems.</p>

<p>I've reinstalled MongoVUE but I'm not sure if I'm getting rid of the previous bad config since after reinstalling it knows the parameters of my connection (port, user...). My OS is Windows7 with SP1.</p>
","2076555","","","","","2014-07-07 18:56:08","MongoVUE user creation seems not to work properly","<mongodb><mongovue>","2","0","","",""
"26976393","1","","","2014-11-17 15:46:04","","0","82","<p>I'm trying to use the data.gov.uk to grab the court data and do cool stuff with it. Problem I am having is if I try to decode the version from the server in php: <a href=""https://courttribunalfinder.service.gov.uk/api.html"" rel=""nofollow"">https://courttribunalfinder.service.gov.uk/api.html</a> it just won't load. It only works if I download the courts.json file and decode from that. However then I'm unable to query the data with something like courts.json?q=bristol say.</p>

<p>So my question is, should I be able to decode directly from the gov website or do I need to do it locally, and if that's the case how would I allow me to feed query strings to my local json file?</p>

<p>e.g. I want to be able to do something like:</p>

<pre><code>$jsonurl = directory() . '/courts.json?q=old+bailey';
$json =   wp_remote_get($jsonurl,0,null,null);
$court = json_decode($json['body'], true);
</code></pre>
","3110625","","","","","2014-11-17 16:07:11","Querying a json file from a url string (php)","<php><json><data.gov>","1","0","","",""
"17363997","1","17373037","","2013-06-28 11:46:52","","0","656","<p>Here is my document:</p>

<pre><code>{
    $set: {""paths.0.pathBreak"" : {

                ""1"": {
                    ""Key1"" : [66.92, 22.34],
                    ""Key2"" : ""Val2"",
                    ""Key3"" : [64.92, 22.34],
                    ""Key4"" : ""destination : dest2"",
                    ""transportTypes"" : [{
                        ""type"" : ""bus"",
                        ""fare"" : {
                            ""adult"" : 5.0,
                            ""child"" : 2.0,
                            ""all"" : 5.0
                        },
                        ""encodedPath"" : ""kjfghl2h34h2l4h"",
                        ""approxTime"" : ""00:00:30"",
                        ""info"" : ""direct ""
                    }]  
                }
            }
        }
}
</code></pre>

<p>When I assign it to a variable <code>insertDoc</code> through mongodb shell as:</p>

<pre><code>&gt; insertDoc={
... $set: {""paths.0.pathBreak"" : {
...
... ""1"": {
... ""Key1"" : [66.92, 22.34],
... ""Key2"" : ""Val2"",
... ""Key3"" : [64.92, 22.34],
... ""Key4"" : ""destination : dest2"",
... ""transportTypes"" : [{
... ""type"" : ""bus"",
...
Display all 173 possibilities? (y or n)
...         codedPath"" : ""kjfghl2h34h2l4h"",
...               ""approxTime"" : ""00:00:30"",
...               ""info"" : ""direct ""
...             }]
... }
... }
... }
... }
</code></pre>

<p>Why is it not getting assigned to the variable and from where did the line </p>

<pre><code>Display all 173 possibilities? (y or n)
</code></pre>

<p>Came from. Could someone figure it out?<br>
<strong>Edit:</strong>
I am actually pasting the document from mongoVUE into the mongo shell.</p>
","1291122","","1291122","","2013-06-28 12:09:56","2013-06-28 20:22:03","Declaration of variable unsuccessful in MongoDB shell","<mongodb><mongodb-shell><mongovue>","1","8","","",""
"17135507","1","19598081","","2013-06-16 16:44:17","","4","1644","<p>I was looking for a way to execute an arbitrary command in MongoVUE: <code>db.collection.runCommand(..)</code>, but was not able to find anything.</p>

<p>I am using the latest (at the time of asking) version 1.6.1.0. There is nothing in the context menu as well as in the main menu:</p>

<p><img src=""https://i.stack.imgur.com/yuMHh.jpg"" alt=""enter image description here""></p>

<p>Is there a way to achieve it? If no, are there any other suitable guis for desktop (not web-based).</p>

<p>P.S. I know how to perform this in mongo-shell</p>
","1090562","","","","","2013-10-25 19:36:00","Is there a way to run arbitrary command in MongoVUE","<mongodb><mongovue>","1","0","","",""
"43775044","1","","","2017-05-04 06:05:53","","1","224","<p>I'm working in Go version 1.8, Glide for package dependency and my project structure is</p>

<pre><code>/Users/myName/go
    bin/
    pkg/
    src/
        main.go
        vendor/
            github.com/
            gaoling.org/
</code></pre>

<p>all my packages are installed in vendor folder after doing <code>glide install</code>, when I do <code>go build</code> it is giving following error</p>

<pre><code>main.go:7:2: cannot find package ""github.com/julienschmidt/httprouter"" in any of:
/usr/local/Cellar/go/1.8.1/libexec/src/github.com/julienschmidt/httprouter (from $GOROOT)
/Users/myName/go/src/github.com/julienschmidt/httprouter (from $GOPATH)
</code></pre>

<p>and <code>go env</code> is</p>

<pre><code>GOARCH=""amd64""
GOBIN=""""
GOEXE=""""
GOHOSTARCH=""amd64""
GOHOSTOS=""darwin""
GOOS=""darwin""
GOPATH=""/Users/myName/go""
GORACE=""""
GOROOT=""/usr/local/Cellar/go/1.8.1/libexec""
GOTOOLDIR=""/usr/local/Cellar/go/1.8.1/libexec/pkg/tool/darwin_amd64""
GCCGO=""gccgo""
CC=""clang""
GOGCCFLAGS=""-fPIC -m64 -pthread -fno-caret-diagnostics -Qunused-arguments -fmessage-length=0 -fdebug-prefix-map=/var/folders/st/28pcgmmj1sb84ch1n_76g_k00000gn/T/go-build454728554=/tmp/go-build -gno-record-gcc-switches -fno-common""
CXX=""clang++""
CGO_ENABLED=""1""
PKG_CONFIG=""pkg-config""
CGO_CFLAGS=""-g -O2""
CGO_CPPFLAGS=""""
CGO_CXXFLAGS=""-g -O2""
CGO_FFLAGS=""-g -O2""
CGO_LDFLAGS=""-g -O2""
</code></pre>
","7846209","","13860","","2017-05-04 07:43:32","2017-05-04 07:43:32","Golang 1.8 glide vendor folder ignoring","<go><vendor><glide><govendor><gopath>","0","4","","",""
"9285688","1","9303155","","2012-02-14 23:19:01","","2","2466","<p>I am trying to get a simple map reduce working in MongoVUE, but it doesn't return any results, I just want to get it to output the count of each userID just so I can have a working example to build from.</p>

<pre><code>function Map() {
emit( this.UpdatedBy.UserId, {""count"": 1} );
}

function Reduce(key, values) {

var result = {count: 0};
  values.forEach(function(value) {
  result.count += value.count;
});
return result;
}

function Finalize(key, reduced) {
/*  
reduced = Transform-to-Desired-Form(reduced);
*/
return reduced;
}
</code></pre>

<p>And the output is set to inline.</p>

<p>This is the tutorial I am working from, but I just want to apply a simple count to start off with <a href=""http://www.mongovue.com/2010/11/03/yet-another-mongodb-map-reduce-tutorial/"" rel=""nofollow"">http://www.mongovue.com/2010/11/03/yet-another-mongodb-map-reduce-tutorial/</a></p>
","1181863","","1181863","","2012-02-14 23:44:42","2012-05-24 19:01:17","Simple Map/Reduce MongoVUE","<mongodb><bson><mongovue>","2","2","1","",""
"33830570","1","","","2015-11-20 15:40:42","","1","30","<p>I want to use the lifecycle feature of Governator without calling <code>Governator.createInjector</code> because I already have some wrapper around my Guice injector and switching the two will be rather tricky.</p>

<p><a href=""https://github.com/Netflix/governator/tree/master/governator-core/src/main/java/com/netflix/governator"" rel=""nofollow"">The documentation</a>, says the following:</p>

<blockquote>
  <p>Governator provides a simple wrapper to Guice's Guice.createInjector through which lifecycle management is added.</p>
</blockquote>

<p>Later, examples are given as alternatives to <code>awaitTermination()</code>, including in-injector possibilities.</p>

<p>This seems to indicate that I have the possibility to not use <code>Governator.createInjector</code> at all.</p>

<p>If this is true, how can I use Governator's lifecycle feature using only modules? Which modules do I have to load? <code>LifecycleModule</code> seems a no-brainer, but are there others?</p>
","180719","","","","","2015-11-20 15:40:42","Governator's lifecycle feature without calling Governator.createInjector","<java><guice><governator>","0","4","","",""
"39782815","1","","","2016-09-30 02:36:52","","0","191","<p>Getting an error:  cannot use *company/model as type *vendor/company/model</p>

<p>Flat Vendor structure : vendor/company/model</p>

<p>The files import ""company/model""  </p>
","2596783","","","","","2016-09-30 03:17:54","Govendor as type error","<go><vendor><govendor>","1","0","","",""
"34177770","1","","","2015-12-09 11:31:32","","1","195","<p>I want to configure a governator-powered project, with the Archaius Configuration Provider. I am using Governator version 1.10.5. </p>

<p>I had a look on how to configure an ArchaiusConfigurationProvider, which is described <a href=""https://github.com/Netflix/governator/wiki/Configuration-Mapping"" rel=""nofollow"">here</a>.</p>

<p>My use case is that I create the LifeCycleInjector by passing a DefaultGovernatorConfiguration builder to Governator.createInjector(). I have seen that this call got deprecated, but is there a way I can set the ArchaiusConfigurationProvider onto the passed-in governator configuration?
In previous versions of DefaultGovernatorConfiguration there were methods to add a BootStrap module to the configuration(which is described as the second option in the link above), but not in the latest one.</p>

<p>Also looking at the first option described in the link above, they say a provider could be configured by doing the following:</p>

<p>""Annotate the ConfigurationProvider with @AutoBindSingleton (making sure it is in the set of packages passed to the classpath scanner).""
In the case of ArchaiusConfigurationProvider, how can I exactly do this? Do I need to write a wrapper around it, and annotated with @AutoBindSingleton?</p>

<p>Also, I noticed some project karyon, which describes <a href=""http://netflix.github.io/karyon/karyon-core-javadoc/com/netflix/karyon/server/ServerBootstrap.html"" rel=""nofollow"">here</a> that it ""Binds the ArchaiusConfigurationProvider as governator's ConfigurationProvider"". Do I really need the karyon dependency and server just for binding the ConfigurationProvider? Which would be the proper way to do this?</p>

<p>Thanks,
Cristian </p>
","2674245","","633150","","2016-06-14 12:21:26","2016-06-14 12:21:26","Netflix Governator configure with Archaius Configuration Provider","<guice><netflix><netflix-archaius><governator>","0","0","1","",""
"377656","1","380839","","2008-12-18 12:13:35","","9","2216","<p>Does anybody have an idea what SOA Governance is all about? What is the difference (or correlation) between SOA Governance and IT Governance? and How can it be applied using SOA platforms available in the market?</p>

<p>Can a project built on SOA platform be successful without applying SOA Governance? How? I am talking here from a practical point of view.</p>
","1233512","whiz","3168721","","2016-08-29 11:42:48","2016-08-29 11:42:48","SOA Governance Explained","<soa><esb><resource-governor><soa-governance>","8","0","7","",""
"27389320","1","","","2014-12-09 21:37:28","","1","145","<p>MongoVue 1.6.9.0</p>

<p>I am using MongoVue to connect to MongoDB.
I need to create a TTL index on a collection which I tried to create using ""Add New Index"".
Once I create the index by adding </p>

<pre><code>{ ""createdOn"": 1 }, { expireAfterSeconds: 3600 }
</code></pre>

<p>The learn shell shows the query executed </p>

<pre><code>db.ClaimDetails.ensureIndex({ ""createdAt"" : 1 },{ ""name"" : ""TTL2"" });
</code></pre>

<p>bu the expireAfterSeconds is not created.</p>

<p>Can you help on how to put expireAfterSeconds using MongoVue.</p>

<p>Thanks in advance.</p>

<p>Mongo 2.6.4,<img src=""https://i.stack.imgur.com/UJ54u.png"" alt=""enter image description here""></p>
","535935","","","","","2014-12-09 21:37:28","Creating a Time to Live index using MongoVue","<mongodb><mongovue>","0","0","","",""
"30314181","1","","","2015-05-18 23:07:58","","1","81","<p>I am trying to create a Mapreduce function, which will exclude duplicates from a collection. This is an assignment and I'm new to MongoDB, so I apologize if my code is not very ""pretty""; also, for all that matters, I'm using MongoVUE.</p>

<p>I have a collection called <em>cities</em> and each document has, amongst others, a <em>CountryID</em> and a <em>Name</em> field. The first part of the assignment consists in writing a MapReduce function that returns all the city-names matching a given country, <strong>keeping</strong> the duplicates and counting the amount of cities.</p>

<p>I solved this with the following setup:</p>

<pre><code>db.runCommand({ mapreduce: ""cities"", 
 map : function Map() {

    emit(
        this.CountryID,
        { ""citiesList"" : [this.Name], ""count"" : 1 }
    );
},
 reduce : function Reduce(key, values) {

    var reduced = {""citiesList"" : [], ""count"" : 0};

    values.forEach(function(val) {
        reduced.citiesList.push(val);
        reduced.count += val.count;
    });

    return reduced; 
},
 finalize : function Finalize(key, reduced) {

    return reduced;
},
 query : { ""CountryID"" : 15 },
 out : { inline : 1 }
 });
</code></pre>

<p>Now I should improve my answer in order to exclude the duplicates, counting the amount of documents in the new collection. I managed to get this information through the console with <code>db.cities.distinct(""City"", {""CountryID"" : 15});</code> (not supported in MongoVUE afaik), but I can't seem to get a solution with MapReduce (please note that I <strong>must use MapReduce</strong>, not <em>aggregate</em>).</p>

<p>My idea: add an <em>if</em> condition in my reduce function, in order to only push values that are not already in my list. That would be something like</p>

<pre><code>    values.forEach(function(val) {
    if(!reduced.citiesList.contains(val)) { // val not contained
        reduced.citiesList.push(val);
        reduced.count += val.count;
    }
});
</code></pre>

<p>This won't work, I tried to use the <em>$in</em> and <em>$exists</em> operators but I obviously didn't get that right, and MongoVUE isn't really helping (I don't get any error message?!).</p>

<p>Alternatively, I thought about iterating through my list in the <em>finalize</em> function and removing the duplicates, but I also couldn't find a way of doing that (NOTE: I want to <strong>exclude</strong> them from my output, not delete them from the collection).</p>

<p>What I'd like to know is:</p>

<p>a) am I on the right track here or did I get it all wrong? the assignment was pretty easy so far and I might be overlooking a simple solution</p>

<p>b) any hint on how to modify my existing solution to make it work?</p>
","1469932","","1259510","","2015-05-18 23:32:14","2015-05-18 23:32:14","Exclude duplicates via MongoDB MapReduce","<javascript><mongodb><mapreduce><duplicates><mongovue>","0","0","","",""
"12572371","1","12572708","","2012-09-24 20:25:19","","0","166","<p>In SQL Server and MySQL, you are able to refresh the hierarchy view of the database in the left-hand pane.  Can you do the same with MongoVUE?</p>
","1423787","","","","","2012-09-24 20:49:54","Refreshing Tree View in MongoVUE","<mongodb><mongovue>","2","0","","",""
"31091121","1","37376522","","2015-06-27 16:49:53","","1","1408","<p>I'm trying to create a new connection in MongoVUE but I have an error : <strong>""Connection was refused""</strong>.</p>

<p>The connection configuration is:</p>

<ol>
<li>Name: database</li>
<li>Server: 127.0.0.1 </li>
<li>Port: 27017(default) </li>
<li>Username:admin</li>
</ol>

<blockquote>
  <p>Connection was refused Unable to connect to server 127.0.0.1:27017:
  Object reference not set to an instance of an object.. Type:
  MongoDB.Driver.MongoConnectionException Stack:    at
  MongoDB.Driver.Internal.DirectMongoServerProxy.Connect(TimeSpan
  timeout, ReadPreference readPreference)    at
  MongoDB.Driver.MongoServer.Connect(TimeSpan timeout)    at
  MongoDB.Driver.MongoServer.Connect()    at
  MangoUI.MMongo.QSDlL5xzK686iCExThO(Object )    at
  MangoUI.MMongo.Open(Boolean mustWrite)    at MangoUI.MMongo.Open()<br>
  at MangoUI.MConnection.get_IsValid()    at
  MangoUI.WinConnect.SCOjR9kYRPerNNngykW(Object )    at
  MangoUI.WinConnect.btnTest_Click(Object sender, EventArgs e)</p>
  
  <p>Object reference not set to an instance of an object. Type:
  System.NullReferenceException Stack:    at
  MongoDB.Driver.MongoServerInstance.RefreshStateAsSoonAsPossible()<br>
  at MongoDB.Driver.Internal.MongoConnection.HandleException(Exception
  ex)    at
  MongoDB.Driver.Internal.MongoConnection.SendMessage(BsonBuffer buffer,
  Int32 requestId)    at
  MongoDB.Driver.Internal.MongoConnection.SendMessage(MongoRequestMessage
  message)    at
  MongoDB.Driver.Operations.CommandOperation`1.Execute(MongoConnection
  connection)    at
  MongoDB.Driver.MongoServerInstance.RunCommandAs[TCommandResult](MongoConnection
  connection, String databaseName, IMongoCommand command)    at
  MongoDB.Driver.MongoServerInstance.Ping(MongoConnection connection)<br>
  at MongoDB.Driver.MongoServerInstance.Connect()    at
  MongoDB.Driver.Internal.DirectMongoServerProxy.Connect(TimeSpan
  timeout, ReadPreference readPreference)</p>
</blockquote>

<p>How can I fix it and create connection? Help please.</p>
","4243191","","","","","2016-05-22 16:02:28","Failed connection in MongoVUE","<database><mongodb><connection><mongovue>","1","2","","",""
"21859579","1","21860551","","2014-02-18 16:24:18","","4","13498","<p>Is it possible to make something like :</p>

<pre><code>MongoClient mongo = new MongoClient(ip, port, usrName, password)
</code></pre>

<p>in JAVA similar to the <a href=""http://www.mongovue.com/"" rel=""nofollow"">MongoVUE</a> or other SQL based databases' authentication method.</p>

<p>There the authentication is done during connection to DB instance.</p>

<p>I don't see an appropriate instance method in  <a href=""http://api.mongodb.org/java/current/"" rel=""nofollow"">MongoClient java doc</a></p>

<p>And the  way in <a href=""http://docs.mongodb.org/ecosystem/tutorial/getting-started-with-java-driver/#authentication-optional"" rel=""nofollow"">Authentication (Optional) Official docs</a></p>

<p>doesn't fit my goals, because it requires to change all the existing query methods in my application which don't use authentication now.</p>

<p>The way in <a href=""http://docs.mongodb.org/ecosystem/tutorial/authenticate-with-java-driver/"" rel=""nofollow"">Authenticate to MongoDB with the Java Driver</a> looks exactly what i need, but there's no com.mongodb.MongoCredential class in  mongo 2.10.1 distribution. </p>
","1264304","","","","","2016-11-21 10:36:34","Authentication during connection to MongoDB server instance using Java","<java><mongodb><authentication><mongovue>","2","1","1","",""
"59934","1","60083","","2008-09-12 20:55:32","","13","13763","<p>Is there a public/government web service that I can call to find out what the national holidays are for a given year? (For the US and/or any country in the world.)</p>

<p>Edit: Does anybody have a set of formulas to calculate US holidays? (C# would be my language of choice if there is a choice.)</p>
","1463","Guy","183528","Jason Etheridge","2010-12-06 01:44:55","2017-02-08 00:23:19","National holiday web service","<web-services><egovernment>","8","0","3","2012-12-03 13:49:16",""
"39519965","1","","","2016-09-15 20:37:28","","0","86","<p>I use other project (Origin) vendor dir for small app (because they use older version of libs and its not compatible with current ones).
But i get these errors:</p>

<pre><code>argument to kclient.Namespaces().List                                                                                                                                                                           
[mangis@mj origin-goclient-example]$ go build                                                                                                                                                                  
# github.com/mangirdaz/origin-goclient-example                                                                                                                                                                 
./main.go:15: cannot use &amp;flags (type *""github.com/mangirdaz/origin-goclient-example/vendor/github.com/spf13/pflag"".FlagSet) as type *""github.com/openshift/origin/vendor/github.com/spf13/pflag"".FlagSet in ar
gument to ""github.com/openshift/origin/pkg/cmd/util/clientcmd"".New                                                                                                                                             
./main.go:29: cannot use ""github.com/mangirdaz/origin-goclient-example/vendor/k8s.io/kubernetes/pkg/api"".ListOptions literal (type ""github.com/mangirdaz/origin-goclient-example/vendor/k8s.io/kubernetes/pkg/a
pi"".ListOptions) as type ""github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/api"".ListOptions in argument to osclient.Projects().List                                                                    
./main.go:37: cannot use ""github.com/mangirdaz/origin-goclient-example/vendor/k8s.io/kubernetes/pkg/api"".ListOptions literal (type ""github.com/mangirdaz/origin-goclient-example/vendor/k8s.io/kubernetes/pkg/a
pi"".ListOptions) as type ""github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/api"".ListOptions in argument to osclient.BuildConfigs(""my-project"").List                                                    
./main.go:45: cannot use ""github.com/mangirdaz/origin-goclient-example/vendor/k8s.io/kubernetes/pkg/api"".ListOptions literal (type ""github.com/mangirdaz/origin-goclient-example/vendor/k8s.io/kubernetes/pkg/a
pi"".ListOptions) as type ""github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/api"".ListOptions in argument to kclient.Pods(""my-project"").List                                                             
./main.go:56: cannot use ""github.com/mangirdaz/origin-goclient-example/vendor/k8s.io/kubernetes/pkg/api"".ListOptions literal (type ""github.com/mangirdaz/origin-goclient-example/vendor/k8s.io/kubernetes/pkg/a
pi"".ListOptions) as type ""github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/api"".ListOptions in argument to kclient.Namespaces().List  
</code></pre>

<p>how to make govendor and ""code"" treat vendor dir properly? what I'm doing here wrong?</p>

<p>code example:</p>

<pre><code>import (
    ""fmt""
    ""log""

    flag ""github.com/spf13/pflag""

    ""github.com/openshift/origin/pkg/cmd/util/clientcmd""
    kapi ""k8s.io/kubernetes/pkg/api""
)

func main() {
    flags := flag.FlagSet{}
    factory := clientcmd.New(&amp;flags)
...
</code></pre>

<p>and it complains on flags being used wrongly. </p>
","4194833","","","","","2016-09-15 20:37:28","use Vendor from other project ?","<go><govendor>","0","2","","",""
"31125486","1","31142776","","2015-06-29 21:00:35","","2","1459","<p>As of checking today, it looks like <a href=""http://www.mongovue.com/"" rel=""nofollow"">http://www.mongovue.com/</a>, is down.</p>

<p>Was wondering if anyone knew if this was being deprecated or an appropriate transition plan if that is not the case?</p>

<p>Thank you in advance.</p>
","1161429","","1161429","","2015-06-30 16:30:28","2016-12-20 16:59:45","Unable to download mongovue","<mongodb><mongovue>","1","5","","",""
"21498937","1","21499134","","2014-02-01 13:59:46","","0","2999","<p>I would like to connect with mongo from a cmd shell in windows to a mongod datebase running in a ubuntu virtual machine. 
mongo is running fine in the Ubuntu terminal and from a putty shell
When I use mongo from a windows cmd shell, I got this error:</p>

<blockquote>
  <p>mongo.exe --host 192.168.1.6 --port 27017
  MongoDB shell version: 2.4.6
  connecting to: 192.168.1.6:27017/test
  Sat Feb 01 14:45:32.181 Error: couldn't connect to server 192.168.1.6:27017 at src/mongo/shell/mongo.js:147
  exception: connect failed</p>
</blockquote>

<p>What should I do to be able to connect?
My goal is to use MongoVue to connect to the mongod datebase in the ubuntu machine (by the way, MongoVue is not connecting even using its SSH options).</p>

<p>I am trying to connect to the mongod instance of a meteorjs application.
The meteor application is up and running and I can connect to the mongod instance running on the Ubuntu machine at port 3002, both in the Ubuntu terminal and with a putty shell.</p>

<pre><code>stefano@MeteorDeploy:~$ mongo --port 3002
MongoDB shell version: 2.0.4
connecting to: 127.0.0.1:3002/test
PRIMARY&gt; show dbs
local   0.0625GB
meteor  0.0625GB
</code></pre>

<p>I would like to connect to the mongod instance using MongoVue as alternative of the putty shell.
I did as in the docs.mongodb.org/manual/tutorial/configure-linux-iptables-firewall/ but without success.</p>
","2887203","","2313887","","2014-02-02 01:41:35","2016-09-29 23:48:43","Cannot connect to mongod running in unbuntu machine","<mongodb><ubuntu><meteor><mongovue>","3","2","","",""
"40660163","1","","","2016-11-17 16:30:32","","2","129","<p><strong>Background</strong>: an international company with a federation model is transforming into Microservices due to chronic Monolithic pain. Autonomous teams with quick deployment is highly desirable. In spite of theory, services are indeed dependent on each other for higher functionality, but are autonomous (independently developed and deployed). Since this is a federation model and decentralized control, we cannot impose strict rules - just like the UN. Without a governance platform that will manage dependencies else due to the multiple versions in production in different countries, we foresee uncontrollable chaos.</p>

<p>Let's call set of Microservices that needs to collaborate a ""Compatibility Set"". A service can be deployed but may not satisfy the higher functionality in its Compatibility Set.  For example MicroService A-4.3 is fully autonomous, deployed and working perfectly. However to satisfy BusinessFunctionality 8.6 it must work together with MicroService B-5.4 and MicroService C-2.9. Together (A-4.3 , B-5.4 and C-2.9) they form a ""Compatibility Set""</p>

<p>There are two approaches to this dilemma. Microservice in real life where the rubber hits the road and the learning from experience begins...</p>

<p><strong>Approach 1) Governance Platform</strong></p>

<p><em>Rationale</em>: Federal model in an International company in 100+ countries. Which means Central IT can lay down the model but individual countries can choose their own destiny - and they frequently do. It frequently devolves to chaos and the Central IT team is on the hook. DDD is the solution for an ideal world where version inconsistencies do not derail functionality like releasing services which do not fit into the Compatibility set, individually blameless but together they fall apart or result in flawed or inconsistent functionality.</p>

<ul>
<li>There is no homogeneity, there isn't even standardization of terminology</li>
<li>Developers are mixed skill, many junior, and many learning reactive programming and cloud native technologies</li>
<li>Bounded Context heavily depends on Shared Vocabulary and it can get subtle, but this is impossible to enforce and naive to assume in an International, mixed skill, fragmented scenario with multiple versions running</li>
<li>Standardization on a Single Business Model is not realistic in such a heterogeneous system (but ideal)</li>
</ul>

<p>How what is Central IT to do when they're held responsible for this Chaos?</p>

<p><em>Enforce a Governance Platform</em>
Create a Microservices governance system or framework to enforce dependency management. It verifies and enforces at design and run time dependencies on a particular Microservice through a manifest and performs some checks and balances to verify the service implementations being offered - the  ""Compatibility Set"". </p>

<p><strong>Approach 2)  Domain Driven Design (DDD)</strong>
DDD is about modelling domains that are constantly evolving, where domain experts (typically a business stakeholder, or perhaps an analyst) will work alongside developers to design the system. Within each domain, a ubiquitous language is formed, such that within that context, the same word always means the same thing. An important thing to realise is that in one part of your system, “Order” might mean one thing, it might mean for example a list of products. In another part of your system, “Order” might mean something else, it might mean a financial transaction that happened. This is where the model you describe can fall down, if my service needs to get a list of orders, perhaps there is a capability out there that supplies a list of orders, but which orders are they? The list of products or the financial transaction? Trying to coordinate as many developers as you have to all use the same language here is an impossible task that is doomed to fail.</p>

<p>In DDD, rather than trying to manage this at a system level and force every service to use the same definition of Order, DDD embraces the inherent complexity in coordinating very large deployments with huge numbers of developers involved, and allows each team to work independently, coordinating with other teams as needed, not through some centralised dependency management system. The term used in DDD is bounded contexts, where in one context, Order means one thing, and in another bounded context, Order can mean another thing. These contexts can function truly autonomously – you describe your services as being autonomous, but if they have to match their definition of order with the entire system by registering and supplied dependencies to a central registry, then really they are tightly coupled to the rest of the system and what it considers an order to be – you end up with all the painful coupling of a monolith, with all the pain of building a distributed system, and you won’t realise many of the benefits of microservices if you try to take this approach.</p>

<p>So a DDD based approach doesn’t ever try to take a heavy handed approach of enforcing dependencies or capabilities at the system level, rather, it allows individual teams to work without needing central coordination, if Service A needs to interact with Service B, then the team who manages Service A will work with the team that manages service B, they can build an interface between their bounded contexts, and come to an agreement on language for that interface. It is up to these teams to manage their dependencies with each other, at the system level things can remain quite opaque / unenforced.</p>

<p>Too often we see people implement “Microservices” but end up with a system that is just as, if not more inflexible, and often more fragile, than a monolith. Also called a ""Minilith"" or ""Monolith 2.0"" Microservices require a complete rethink of architecture and software development processes, and require not just allowing services to be autonomous and independently managed, but also for teams to be independent, not centrally managed. Centralising the management of dependencies and capabilities in a system is likely to be an inhibitor to successfully building a microservice based system.</p>

<p><strong>Intelligent and Pragmatic comments invited...</strong></p>

<p>Approach 1 (Governance) is pragmatic and tactical and intended to solve very real challenges. Question is - will it undermine the long term strategic DDD model of the Enterprise?</p>

<p>Approach 2 (DDD) is ideal and aspirational but doesn't address the very real challenges that we have to deal with right now. </p>

<p>Opinions? Thought? Comments? </p>
","7174012","","","","","2016-11-18 10:22:25","Microservices dependence management - Governance or Domain Driven Design?","<domain-driven-design><dependency-management><microservices><soa-governance>","1","1","","",""
"6654981","1","6655101","","2011-07-11 18:52:41","","3","769","<p>I have a Report Server that runs SSRS 2008 R2 Standard. This server retrieves data from another SQL Server 2008 R2 (Standard again). I want to manage the query priority on these SQL Standard servers, in a manner similar to Resource Governor.</p>

<p>Resource Governor is an Enterprise-only feature and I cannot afford to upgrade to that edition at the moment. Can you suggest an approach/tool to achieve this, even just to some basic degree: Account-based, CPU usage, query time-out?</p>
","803862","","404623","","2013-11-03 19:30:42","2013-11-03 19:30:42","Alternative to SQL Server Resource Governor","<sql-server><resource-governor>","1","1","0","",""
